Артикул;Название;Номенклaтурa;Баркод;ТМ;Статус;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;26-February-03-March;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;04-March-10-March;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;11-March-17-March;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;18-March-24-March;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;25-March-31-March;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;01-April-07-April;08-April-2024;   ;Остаток;Остаток fbs;Цена;Цена до скидки;Наценка;Остаток на РЦ;Остаток РЦ Иркутск;В резерве;Выручка;Доля выручки;Итого наценка;Спринт озон;Спринт вб;IDC;Оценка IDC;1;                              ;Рыночная цена конкурентов, руб.;Моя цена на других площадках, руб.;Индекс цен;Ценовой индекс товара на Ozon;Ценовой индекс товара на рынке;Ценовой индекс товара на рынке на мои товары;Ссылка на рыночную цену конкурентов;Средняя прибыль за период  10 последних дней;Средняя прибыль;Взвешенная средняя прибыль;Категория за прошлый день;Категории товров по прибыли;Разница категрий;Хиты. Без ограничения срока действия Цена;Хиты. Без ограничения срока действия Наценка;СуперХиты. Без ограничения срока действия Цена;СуперХиты. Без ограничения срока действия Наценка;СуперХиты со скидкой на комиссию - 5%.Без ограничения срока действия Цена;СуперХиты со скидкой на комиссию - 5%.Без ограничения срока действия Наценка; МегаХиты. Без ограничения срока действия Цена; МегаХиты. Без ограничения срока действия Наценка;МегаХиты со скидкой на комиссию - 5%. Без ограничения срока действия Цена;МегаХиты со скидкой на комиссию - 5%. Без ограничения срока действия Наценка;Категория;turnover;Наценка_fbs;Разница в цене предыдущего дня;Стандартное отклонение цен за последние 7 дней;Стандартное отклонение цен за последние 3 дня;Отличие максимальной цены от минимальной за 3 дня;прибыль с единицы товара;Moscow_warehouses;Шушары 8.11;Адыгейск 13.11;Пушкино 13.11;Софьино 13.11;Екат 16.11;Самара;Шушары 23.11;Склад Химки (FBS обычные товары);Склад Иркутск;ПСР
17006;Планировщик бюджета бирюзовый;954260469;4632503524019;Parchment;текущий Дарья;11;8;5;5;3;5;1;7;4;1;5;3;4;25;3;7;2;6;8;4;6;36;11;8;10;3;7;6;2;47;7;4;5;9;8;3;7;43;14;5;1;1;3;1;2;27;1;2;3;4;3;2;2;17;2;   ;269;0.0;1050.0;1399.0;100.83;3.0;3.0;;2100.0;0.08160346931320966;;;;67.59;Средняя;;;792.0;792.0;Выгодный;0.0;1.01;1.01;https://wildberries.ru/catalog/158667762/detail.aspx;700.0;409.0;0.07011240269547046;3.0;3.0;;955.0;83.06;925.0;77.44;900.0;72.77;891.0;71.08;841.0;61.73;;117.69;93.68;;;;;305.4;65.0;;;;;;;;0.0;0.0;0.0
17007;Планировщик бюджета чёрный;954267813;4632590578704;Parchment;текущий Дарья;18;15;15;8;8;8;13;8;9;6;10;4;8;58;5;17;8;9;7;3;6;55;7;8;7;5;13;3;6;49;8;2;9;7;8;2;2;38;5;4;4;3;7;1;2;26;1;3;2;7;5;6;3;27;6;   ;72;0.0;1050.0;1399.0;100.83;4.0;3.0;;6300.0;0.24481040793962897;;ТЗ 20 (28.08-6.09);;8.92;Высокая;;;808.0;808.0;Выгодный;0.0;0.99;0.99;https://wildberries.ru/catalog/158667763/detail.aspx;1187.0;1153.0;0.1976518344935879;2.0;3.0;Изменена категория;1013.0;93.91;981.0;87.92;955.0;83.06;945.0;81.19;892.0;71.27;;;93.68;;;;;305.4;19.0;;;;;;;;0.0;0.0;0.0
17008;Шариковая ручка с флешкой;1040553463;4647292705501;Parchment;текущий Дарья;7;7;6;7;1;1;2;2;3;2;6;15;6;36;5;9;1;1;4;13;5;38;2;1;1;3;2;0;3;12;8;5;4;1;3;0;0;21;7;0;21;0;0;2;6;36;0;3;0;1;1;1;3;9;1;   ;617;0.0;1010.0;1530.0;71.45;3.0;6.0;;1010.0;0.039247382860162744;;ТЗ 30 (16.10 - 25.10);;128.01;Низкая;;;663.0;663.0;Невыгодный;0.0;1.1;1.1;https://market.yandex.ru/product/1919141416/?sku=102317026533;2696.0;1989.0;0.3409622712989994;3.0;2.0;Изменена категория;911.0;55.56;863.0;47.85;814.0;39.98;814.0;39.98;766.0;32.28;;221.49;64.51;;;;;255.17;85.0;;;;;100.0;100.0;;0.0;0.0;0.0
17009;Папка-органайзер;1041980294;4647842467538;Parchment;текущий Дарья;17;14;9;12;6;10;4;13;13;9;13;10;8;70;4;9;6;4;4;3;4;34;5;2;3;2;2;0;0;14;1;1;0;1;1;0;0;4;1;0;0;1;0;1;0;3;0;0;0;1;0;0;0;1;1;   ;0;1.0;1920.0;2550.0;102.02;17.0;3.0;1.0;1920.0;0.07460888622922025;;ТЗ 34 (21.11-01.12);;0.0;Высокая;;;1839.0;1839.0;Выгодный;0.0;0.77;0.77;https://wildberries.ru/catalog/165873061/detail.aspx;;;;;;;1785.0;88.53;1670.0;77.03;1574.0;67.44;1555.0;65.54;1459.0;55.94;;;97.06;;;;;578.42;;46.0;46.0;;;;;;1.0;0.0;0.0
17010;Набор маркеров с фигурными линиями 6 шт;902037846;4616138630819;Parchment;текущий Дарья;3;2;4;6;1;5;4;1;3;3;6;7;10;34;9;9;2;2;2;2;1;27;1;3;1;2;0;0;0;7;0;0;1;1;0;0;1;3;0;0;0;1;0;2;0;3;0;0;1;1;0;0;0;2;2;   ;549;16.0;387.0;1010.0;54.1;230.0;;;774.0;0.03007670726115442;;ТЗ 10 (10.07-19.07);;85.36;Средняя;;;380.0;380.0;Выгодный;1.26;1.0;1.0;https://wildberries.ru/catalog/152242288/detail.aspx;400.0;543.0;0.09308321433652925;3.0;3.0;;384.0;52.83;368.0;46.1;0.0;-108.87;358.0;41.89;0.0;-108.87;;1098.0;41.29;;;;;72.82;16.0;;;;270.0;;;;16.0;0.0;0.0
17011;Набор маркеров с фигурными линиями 8 шт;902036940;4616255703915;Parchment;текущий Дарья;13;19;9;14;28;7;20;12;18;36;20;27;15;148;39;19;29;8;7;5;3;110;4;8;4;4;6;1;1;28;1;2;3;3;2;1;1;13;2;20;1;0;0;0;0;23;2;1;1;2;1;0;0;7;0;   ;285;0.0;660.0;1050.0;103.1;8.0;;;0.0;0.0;;ТЗ 10 (10.07-19.07);ТЗ 15 (10.08-23.08);32.02;Средняя;;;487.0;487.0;Выгодный;0.0;0.99;0.99;https://wildberries.ru/catalog/152242281/detail.aspx;414.0;457.0;0.07834075313405868;3.0;3.0;;607.0;86.36;554.0;69.62;0.0;-105.44;521.0;59.19;0.0;-105.44;;142.5;92.47;;;;;184.95;15.0;;;;;;;;0.0;0.0;0.0
17012;Набор фломастеров яркий;902054600;4618132851566;Parchment;текущий Дарья;35;12;10;17;9;24;17;15;8;10;10;10;8;78;12;7;8;5;4;2;4;42;7;11;12;8;7;3;8;56;7;8;3;9;6;7;5;45;6;9;8;9;3;6;9;50;5;12;8;7;5;1;4;42;4;   ;693;13.0;199.0;1010.0;78.21;180.0;;;796.0;0.030931600749197565;;ТЗ 10 (10.07-19.07);ТЗ 15 (10.08-23.08);60.42;Средняя;;;188.0;188.0;Умеренный;0.0;1.04;1.04;https://wildberries.ru/catalog/152242763/detail.aspx;611.0;657.0;0.1126255466281763;3.0;3.0;;191.0;67.03;183.0;55.86;0.0;-199.95;178.0;48.87;0.0;-199.95;;107.8;38.78;;;;;31.73;171.0;;;;;;;;13.0;0.0;0.0
17013;Набор фломастеров пастельный;902052843;4616390676167;Parchment;текущий Дарья;6;3;3;0;6;2;2;2;5;5;4;4;6;28;11;10;10;22;16;14;12;95;12;14;11;6;5;2;5;55;1;6;3;3;3;1;6;23;3;3;3;1;1;3;2;16;0;2;2;2;2;1;3;12;3;   ;183;289.0;195.0;1010.0;63.39;2394.0;1707.0;4.0;585.0;0.02273239502296555;;ТЗ 10 (10.07-19.07);;61.41;Средняя;;;197.0;197.0;Выгодный;0.0;0.97;0.97;https://wildberries.ru/catalog/152242764/detail.aspx;962.0;1258.0;0.2156513510779996;2.0;2.0;;189.0;55.57;187.0;52.96;0.0;-190.94;184.0;49.05;0.0;-190.94;;91.5;26.67;;;;;27.56;0.0;;;;;;;;169.0;120.0;0.0
17015;Органайзер для канцелярии белый;910544269;4618924943325;Parchment;текущий Дарья;2;2;0;0;2;4;11;11;16;12;4;3;2;59;3;0;0;0;0;3;1;7;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;   ;1;54.0;1120.0;1790.0;182.97;1.0;723.0;;0.0;0.0;;;;0.14;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;7760.0;5908.0;1.012772799816233;1.0;1.0;;1041.0;162.18;974.0;144.56;918.0;129.83;918.0;129.83;862.0;115.1;;;172.38;;;;;394.13;0.0;;;;;;;;0.0;54.0;0.0
17016;Органайзер для канцелярии розовый;910544138;4618953042617;Parchment;текущий Дарья;25;13;18;11;18;12;15;13;18;22;26;28;17;139;18;14;17;14;10;16;12;101;21;17;15;20;11;14;13;111;6;8;15;10;12;9;1;61;0;2;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;   ;1;0.0;1344.0;1790.0;260.6;3.0;2.0;;0.0;0.0;;;;0.08;Высокая;;;612.0;612.0;Невыгодный;0.0;1.38;1.38;https://wildberries.ru/catalog/153319077/detail.aspx;836.0;1160.0;0.198851802265882;2.0;3.0;Изменена категория;721.0;84.0;721.0;84.0;720.0;83.72;720.0;83.72;701.0;78.33;;;248.45;;66.31;;;520.95;0.0;;;;;;;;0.0;0.0;0.0
17030;Пенал единорог;902081946;4616666204018;Parchment;отказ;0;0;1;3;1;0;0;0;0;0;1;1;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;   ;471;2.0;273.0;1010.0;-15.45;34.0;;;273.0;0.010608451010717255;;ТЗ 23 (15.09-24.09);;2770.59;Критическая;;;241.0;241.0;Невыгодный;0.0;1.1;1.1;https://wildberries.ru/catalog/152244603/detail.aspx;27.0;193.0;0.03308482572182347;3.0;3.0;;436.0;31.87;426.0;28.96;0.0;-94.74;412.0;24.9;0.0;-94.74;;6594.0;-23.9;;57.9;;;-30.16;97.0;;;;;;;;2.0;0.0;0.0
17031;Пенал кошечка;902082309;4616896210162;Parchment;отказ;0;1;1;3;0;1;2;2;1;0;2;0;0;7;1;3;1;0;0;0;0;5;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;2;3;0;0;6;0;   ;215;4.0;273.0;1010.0;-15.88;61.0;;;0.0;0.0;;ТЗ 16 (15.08 - 24.08);;477.78;Критическая;;;241.0;241.0;Невыгодный;0.0;1.1;1.1;https://wildberries.ru/catalog/152244604/detail.aspx;39.0;510.0;0.08742622340999985;3.0;3.0;;453.0;35.94;449.0;34.78;0.0;-94.51;435.0;30.75;0.0;-94.51;;430.0;-24.26;;57.9;;;-31.26;62.0;;;;;;;;4.0;0.0;0.0
17032;Пенал с узором точки;902088382;4616954876361;Parchment;отказ;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;   ;853;87.0;273.0;1020.0;-15.14;1236.0;;;0.0;0.0;;ТЗ 10 (10.07-19.07), ТЗ 26 (29.09 - 08.10);ТЗ 15 (10.08-23.08);6561.54;Критическая;;;241.0;241.0;Невыгодный;0.0;1.1;1.1;https://wildberries.ru/catalog/152244605/detail.aspx;726.0;286.0;0.04902725469658815;3.0;3.0;;436.0;32.47;431.0;31.01;0.0;-94.92;420.0;27.8;0.0;-94.92;;5971.0;-23.64;;57.9;;;-29.37;105.0;;;;;;;;87.0;0.0;0.0
17033;Пенал с узором из линий;902087118;4617280602273;Parchment;отказ;0;0;0;0;0;0;0;0;0;0;1;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;   ;910;63.0;273.0;1020.0;-12.49;902.0;;;0.0;0.0;;ТЗ 10 (10.07-19.07);ТЗ 15 (10.08-23.08);5055.56;Критическая;;;241.0;241.0;Невыгодный;0.0;1.1;1.1;https://wildberries.ru/catalog/152244606/detail.aspx;37.0;317.0;0.05434139768817638;3.0;3.0;;436.0;37.56;415.0;31.11;0.0;-96.37;390.0;23.43;0.0;-96.37;;6370.0;-21.43;;57.9;;;-23.05;217.0;;;;;;;;63.0;0.0;0.0
18301;Чехол для airpods 2 с карабином, белый;149295115;7432141649603;SS&Y Group;отказ;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;2;1;7;0;1;0;0;1;0;1;3;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;2;1;0;0;5;2;4;5;17;4;   ;263;2.0;104.0;1010.0;-63.23;22.0;;1.0;416.0;0.016165258682997723;;ТЗ 22 (8.09-17.09);;821.88;Критическая;;;0.0;140.0;Выгодный;0.0;0.0;0.73;;-1.0;11.0;0.001885663642176467;3.0;3.0;;143.0;-22.49;143.0;-22.49;0.0;-172.02;141.0;-24.58;0.0;-172.02;Miscellaneous accessories;167.36;-94.38;;21.77;;;-31.88;93.0;;;;;;;;2.0;0.0;0.0
18304;Чехол для airpods 2 с карабином, розовый;149295198;7432141649658;SS&Y Group;отказ;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;3;0;0;1;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6;2;   ;77;0.0;112.0;1010.0;-55.03;0.0;;;224.0;0.008704370060075697;;;;452.94;Критическая;;;0.0;0.0;;0.0;0.0;0.0;;0.0;23.0;0.003942751251823523;3.0;3.0;;148.0;-17.43;144.0;-21.61;0.0;-172.18;136.0;-29.96;0.0;-172.18;Miscellaneous accessories;134.75;-86.34;;23.75;;;-27.75;77.0;;;;;;;;0.0;0.0;0.0
18305;Чехол для airpods 2 с карабином, желтый;149295197;7432141649665;SS&Y Group;отказ;1;0;1;0;0;0;0;0;1;0;0;2;1;4;0;2;1;0;1;0;0;4;0;0;1;0;0;0;1;2;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;3;0;0;0;1;1;1;1;4;1;   ;156;0.0;111.0;1010.0;-56.07;6.0;;;111.0;0.004313326235126797;;ТЗ 22 (8.09-17.09);;472.73;Критическая;;;111.0;111.0;Выгодный;0.0;0.98;0.98;https://wildberries.ru/catalog/8451803/detail.aspx;-6.0;2.0;0.0003428479349411759;3.0;3.0;;147.0;-18.52;143.0;-22.69;0.0;-172.02;135.0;-31.04;0.0;-172.02;Miscellaneous accessories;273.0;-87.32;;23.75;;;-28.31;82.0;;;;;;;;0.0;0.0;0.0
18306;Чехол для airpods 2 с карабином, коралловый;149459576;7432141649672;SS&Y Group;отказ;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;2;4;1;0;8;4;   ;222;1.0;104.0;1010.0;-63.05;21.0;;3.0;416.0;0.016165258682997723;;ТЗ 23 (15.09-24.09);;1233.33;Критическая;;;112.0;112.0;Выгодный;0.0;0.91;0.91;https://market.yandex.ru/product/1744984955/?sku=101309368890;-2.0;3.0;0.0005142719024117638;3.0;3.0;;143.0;-20.23;143.0;-20.23;0.0;-177.43;141.0;-22.42;0.0;-177.43;Miscellaneous accessories;239.08;-95.8;;21.77;;;-30.24;108.0;;;;;;;;1.0;0.0;0.0
18307;Чехол для airpods 2 с карабином, сиреневый;149295199;7432141649689;SS&Y Group;отказ;1;0;1;1;1;1;1;1;3;2;1;2;3;13;2;2;2;2;3;5;3;19;2;1;0;2;2;2;5;14;2;2;2;2;2;2;4;16;1;0;2;1;0;1;0;5;1;0;0;0;5;4;4;14;7;   ;99;0.0;105.0;1010.0;-60.4;4.0;;;735.0;0.02856121425962338;;;;68.28;Средняя;;;0.0;0.0;;0.0;0.0;0.0;;-1.0;49.0;0.008399774406058809;3.0;3.0;;124.0;-31.2;122.0;-34.27;0.0;-222.0;119.0;-38.88;0.0;-222.0;Miscellaneous accessories;55.44;-106.26;;22.27;;;-20.7;0.0;;;;200.0;;;;0.0;0.0;0.0
18308;Чехол для airpods 2 с карабином, голубой;149314941;7432141050058;SS&Y Group;отказ;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;126.0;1010.0;-37.8;4.0;;;0.0;0.0;;;;0.0;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;-3.0;35.0;0.005999838861470578;3.0;3.0;;;;;;;;;;;;Miscellaneous accessories;;-72.91;;26.72;;;-17.15;;;;;;;;;0.0;0.0;0.0
18309;Чехол для airpods 2 с карабином, черный;149314939;7432141050065;SS&Y Group;отказ;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;160.0;1010.0;-5.84;3.0;;;0.0;0.0;;;;0.0;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;36.0;113.0;0.01937090832417643;3.0;3.0;;;;;;;;;;;;Miscellaneous accessories;;-38.11;;;;;-2.95;;;;;;;;;0.0;0.0;0.0
18310;Чехол для airpods 2 с карабином, красный;522013971;7432141559300;SS&Y Group;отказ;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4;1;1;7;1;   ;35;1.0;104.0;1010.0;-63.05;19.0;;1.0;104.0;0.004041314670749431;;ТЗ 23 (15.09-24.09);;175.0;Низкая;;;115.0;115.0;Выгодный;0.0;0.97;0.97;https://wildberries.ru/catalog/70089356/detail.aspx;;;;;;;138.0;-23.31;134.0;-27.99;0.0;-184.78;126.0;-37.34;0.0;-184.78;Miscellaneous accessories;54.44;-97.91;;22.27;;;-28.41;2.0;;;;;;;;1.0;0.0;0.0
18311;Чехол для Apple AirPods 2 с карабином, салатовый;522014016;7432141559303;SS&Y Group;отказ;0;0;1;0;1;0;1;0;0;0;2;0;0;3;1;0;0;1;2;1;0;5;0;0;0;0;1;0;0;1;1;0;1;1;1;2;1;7;1;0;0;0;0;0;0;1;0;0;1;0;5;2;5;13;8;   ;210;0.0;106.0;1010.0;-60.91;4.0;;;848.0;0.03295225808457228;;;;567.57;Критическая;;;0.0;0.0;;0.0;0.0;0.0;;1.0;29.0;0.00497129505664705;3.0;3.0;;145.0;-18.08;143.0;-20.28;0.0;-177.48;139.0;-24.67;0.0;-177.48;Miscellaneous accessories;140.0;-93.7;;22.27;;;-29.21;103.0;;;;;;;;0.0;0.0;0.0
18312;Чехол для airpods 2 с карабином, графитовый;522014094;7432141559306;SS&Y Group;отказ;2;1;1;0;1;1;0;0;0;0;0;1;1;2;0;1;0;2;1;0;0;4;2;1;1;4;0;0;1;9;1;0;1;2;1;0;1;6;2;1;0;1;2;1;0;7;0;0;0;3;4;3;5;15;5;   ;125;0.0;117.0;1010.0;-49.9;4.0;;;585.0;0.02273239502296555;;;;186.57;Критическая;;;0.0;0.0;;0.0;0.0;0.0;;-1.0;24.0;0.00411417521929411;3.0;3.0;;148.0;-17.52;144.0;-21.7;0.0;-172.28;136.0;-30.06;0.0;-172.28;Miscellaneous accessories;70.0;-81.31;;24.74;;;-25.16;0.0;;;;;;;;0.0;0.0;0.0
18313;Чехол для airpods 2 с карабином, синий;522014298;7432141559309;SS&Y Group;отказ;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;126.0;1010.0;-37.83;4.0;;;0.0;0.0;;;;0.0;Высокая;1.0;;0.0;0.0;;0.0;0.0;0.0;;-3.0;30.0;0.005142719024117638;3.0;3.0;;167.0;9.71;162.0;3.91;0.0;-184.11;153.0;-6.53;0.0;-184.11;Miscellaneous accessories;;-72.9;;26.72;;;-17.18;;;;;;;;;0.0;0.0;0.0
18314;Чехол для Apple AirPods 2 с карабином, ореховый;522014580;7432141559312;SS&Y Group;отказ;0;0;0;0;1;0;0;0;0;1;1;0;0;2;2;1;0;1;0;1;0;5;2;1;0;1;0;0;1;5;0;1;1;1;0;1;0;4;1;1;1;0;1;0;1;5;0;2;0;0;3;5;2;12;2;   ;129;0.0;104.0;1010.0;-62.88;4.0;;;208.0;0.008082629341498861;;;;258.0;Критическая;;;0.0;0.0;;0.0;0.0;0.0;;0.0;17.0;0.002914207446999995;3.0;3.0;;133.0;-29.47;133.0;-29.47;0.0;-182.85;131.0;-31.77;0.0;-182.85;Miscellaneous accessories;100.33;-97.23;;21.77;;;-28.75;70.0;;;;;;;;0.0;0.0;0.0
18702;Беспроводное зарядное устройство, белое;154089067;4658622962440;SS&Y Group;отказ;12;11;13;6;3;3;5;6;4;3;4;4;4;30;3;3;4;6;2;7;3;28;3;1;8;1;2;1;1;17;1;1;1;3;2;0;1;9;1;2;0;0;0;0;0;3;0;0;1;9;16;16;12;54;20;   ;890;21.0;400.0;2996.0;-9.89;298.0;;2.0;8000.0;0.3108703592884178;;ТЗ 22 (8.09-17.09);;176.24;Низкая;1.0;;240.0;240.0;Невыгодный;0.0;1.39;1.39;https://wildberries.ru/catalog/31212864/detail.aspx;195.0;447.0;0.0766265134593528;3.0;3.0;;554.0;20.14;554.0;20.14;0.0;-87.92;542.0;17.8;0.0;-87.92;Miscellaneous accessories;163.95;-16.8;;85.12;;;-26.72;218.0;;;;;;;;21.0;0.0;0.0
18703;Беспроводное зарядное устройство, черный;154089068;4693822877781;SS&Y Group;отказ;1;3;1;0;0;0;0;0;1;1;2;1;1;6;3;0;3;0;2;2;1;11;1;5;0;0;0;2;1;9;0;0;1;1;1;1;0;4;2;1;1;0;2;1;0;7;0;0;1;1;1;0;1;4;5;   ;0;7.0;483.0;2996.0;12.02;79.0;;8.0;2415.0;0.0938439897101911;;;;0.0;Высокая;;;429.0;429.0;Невыгодный;0.0;1.09;1.09;https://market.yandex.ru/product/1495111803/?sku=101256533719;542.0;1008.0;0.1727953592103526;3.0;3.0;;607.0;38.62;579.0;32.61;0.0;-91.63;545.0;25.32;0.0;-91.63;Miscellaneous accessories;;4.08;;102.44;;;29.5;;;;;;;;;7.0;0.0;0.0
18710;Микрофоны беспроводные для смартфона lightning, 2 шт;889390959;4606625242861;SSY;текущий Дарья;4;6;6;3;1;3;3;1;1;3;3;2;1;14;5;0;0;2;0;1;2;10;1;2;4;3;0;1;0;11;1;2;2;0;1;1;2;9;0;3;2;1;1;0;3;10;0;1;5;1;1;0;1;9;5;   ;887;40.0;1329.0;1683.0;33.87;294.0;278.0;1.0;6645.0;0.258216692183942;;ТЗ 13 (1.08-11.08), ТЗ 24 (22.09-01.10);;591.33;Критическая;;;796.0;796.0;Невыгодный;0.0;1.18;1.18;https://wildberries.ru/catalog/150799318/detail.aspx;574.0;244.0;0.04182744806282346;3.0;3.0;;1357.0;36.34;1314.0;32.54;1241.0;26.09;1241.0;26.09;1168.0;19.64;;517.42;29.18;;;;;201.88;190.0;;;100.0;;;;;21.0;19.0;0.0
18711;Микрофоны беспроводные для смартфона usb c, 2шт;889390251;4606743720524;SSY;текущий Дарья;17;10;12;14;5;5;3;4;11;7;9;11;9;54;0;1;2;2;2;3;2;12;5;2;5;1;3;4;2;22;2;4;0;0;0;0;4;10;0;1;0;1;2;0;0;4;2;0;1;1;0;3;0;7;1;   ;969;92.0;1329.0;1700.0;38.83;875.0;436.0;;1329.0;0.0516433384367884;;;;270.67;Критическая;;;796.0;796.0;Невыгодный;0.0;1.18;1.18;https://wildberries.ru/catalog/150799318/detail.aspx;250.0;88.0;0.01508530913741174;3.0;3.0;;1289.0;35.13;1289.0;35.13;1271.0;33.46;1271.0;33.46;1234.0;30.03;;1130.5;33.91;;;;;220.58;45.0;;;100.0;;;;;61.0;31.0;0.0
18712;Блютуз гарнитура для телефона;1115219236;4660641888694;SSY;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;;1500.0;2550.0;inf;0.0;;;0.0;0.0;;;;;;;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;inf;;;;;681.33;;;;;;;;;;;
18713;Муляж камеры видеонаблюдения;1117309904;4661580459839;SSY;новинка Даша;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;   ;29;258.0;640.0;1105.0;148.01;0.0;3690.0;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;790.0;210.05;722.0;181.93;0.0;-116.75;680.0;164.56;0.0;-116.75;;406.0;132.64;;;;;202.79;0.0;;;;;;;;0.0;258.0;0.0
18801;Переходник USB Type C;149298854;4640248746955;SS&Y Group;текущий;15;18;35;27;11;12;31;33;37;31;45;35;19;231;21;17;16;12;12;12;10;100;18;7;10;15;11;2;10;73;13;12;8;11;12;3;12;71;5;2;5;4;2;2;3;23;3;7;2;3;1;1;2;19;2;   ;839;90.0;160.0;1010.0;82.71;478.0;811.0;6.0;320.0;0.01243481437153671;;ТЗ 30 (16.10 - 25.10);;67.94;Средняя;;;89.0;89.0;Невыгодный;0.0;1.43;1.43;https://market.yandex.ru/product/949653864/?sku=101309014678;266.0;893.0;0.153081602951235;3.0;3.0;;150.0;57.05;147.0;49.36;0.0;-328.14;143.0;39.1;135.0;18.57;Miscellaneous accessories;301.18;3.47;;;;;16.98;38.0;;;;;;;;33.0;57.0;0.0
18802;Адаптер-переходник большой;374600499;4679577594821;SS&Y Group;отказ;7;3;5;5;4;5;4;7;6;3;2;2;4;28;1;2;0;1;3;0;3;10;5;2;2;2;2;2;4;19;3;0;2;4;2;1;1;13;1;1;1;1;3;2;2;11;0;3;0;3;3;8;3;20;4;   ;697;16.0;469.0;3899.0;-13.53;234.0;;;1876.0;0.07289909925313397;;;;230.79;Критическая;;;626.0;626.0;Выгодный;0.0;0.73;0.73;https://wildberries.ru/catalog/46897395/detail.aspx;107.0;404.0;0.06925528285811752;3.0;3.0;;563.0;0.58;537.0;-3.32;0.0;-83.95;505.0;-8.13;0.0;-83.95;Miscellaneous accessories;287.0;-19.05;;99.47;;;-47.48;141.0;;;;;;;;16.0;0.0;0.0
