Артикул;Название;Номенклaтурa;Баркод;ТМ;Статус;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;26-February-03-March;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;04-March-10-March;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;11-March-17-March;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;18-March-24-March;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;25-March-31-March;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;01-April-07-April;08-April-2024;   ;Остаток;Остаток fbs;Цена;Цена до скидки;Наценка;Остаток на РЦ;Остаток РЦ Иркутск;В резерве;Выручка;Доля выручки;Итого наценка;Спринт озон;Спринт вб;IDC;Оценка IDC;1;                              ;Рыночная цена конкурентов, руб.;Моя цена на других площадках, руб.;Индекс цен;Ценовой индекс товара на Ozon;Ценовой индекс товара на рынке;Ценовой индекс товара на рынке на мои товары;Ссылка на рыночную цену конкурентов;Средняя прибыль за период  10 последних дней;Средняя прибыль;Взвешенная средняя прибыль;Категория за прошлый день;Категории товров по прибыли;Разница категрий;Хиты. Без ограничения срока действия Цена;Хиты. Без ограничения срока действия Наценка;СуперХиты. Без ограничения срока действия Цена;СуперХиты. Без ограничения срока действия Наценка;СуперХиты со скидкой на комиссию - 5%.Без ограничения срока действия Цена;СуперХиты со скидкой на комиссию - 5%.Без ограничения срока действия Наценка; МегаХиты. Без ограничения срока действия Цена; МегаХиты. Без ограничения срока действия Наценка;МегаХиты со скидкой на комиссию - 5%. Без ограничения срока действия Цена;МегаХиты со скидкой на комиссию - 5%. Без ограничения срока действия Наценка;Категория;turnover;Наценка_fbs;Разница в цене предыдущего дня;Стандартное отклонение цен за последние 7 дней;Стандартное отклонение цен за последние 3 дня;Отличие максимальной цены от минимальной за 3 дня;прибыль с единицы товара;Moscow_warehouses;Шушары 8.11;Адыгейск 13.11;Пушкино 13.11;Софьино 13.11;Екат 16.11;Самара;Шушары 23.11;Склад Химки (FBS обычные товары);Склад Иркутск;ПСР
A2260;Подставка под чайнки;321871827;7432141557444;Limpide Side;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;419.0;1563.0;40.36;0.0;;;0.0;0.0;;;;0.0;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;0.0;21.0;0.003599903316882347;3.0;3.0;;377.0;25.91;356.0;18.69;0.0;-103.8;335.0;11.47;0.0;-103.8;Household;;29.24;;;;;63.36;;;;;;;;;0.0;0.0;0.0
A2261;Чайник стеклянный жаропрочный;967560557;4636831789003;Limpide Side;текущий Дарья;2;2;1;1;1;8;1;1;3;11;3;6;5;30;7;9;5;4;4;1;9;39;0;3;0;4;4;3;5;19;3;5;5;3;3;1;1;21;1;10;2;6;3;4;5;31;3;5;5;7;9;5;10;44;8;   ;388;28.0;919.0;1700.0;95.34;390.0;17.0;;7352.0;0.2856898601860559;;;;132.42;Низкая;;;766.0;766.0;Выгодный;1.03;0.92;0.92;https://wildberries.ru/catalog/160012261/detail.aspx;;;;;;;981.0;108.66;955.0;103.07;929.0;97.49;929.0;97.49;891.0;89.33;;66.24;86.54;;;;;239.74;44.0;;48.0;;;120.0;180.0;;27.0;1.0;0.0
A2301;Держатель для полотенец наддверный 23.5 см;244820706;4609080047460;Birdhouse;текущий;2;1;2;3;2;1;4;2;1;1;3;2;9;22;3;4;2;2;5;1;2;19;1;6;2;2;3;6;4;24;2;2;4;3;2;7;3;23;14;49;92;52;88;34;98;427;154;88;99;41;137;62;32;613;5;   ;792;0.0;305.0;1010.0;80.22;327.0;3.0;70.0;1525.0;0.05925966223935463;;ТЗ 5 (9.06-15.06);;53.08;Средняя;;;216.0;216.0;Невыгодный;0.0;1.28;1.28;https://market.yandex.ru/product/1495164140/?sku=101255852751;505.0;445.0;0.07628366552441163;3.0;3.0;;263.0;49.84;263.0;49.84;0.0;-140.52;257.0;45.5;0.0;-140.52;Household;;57.85;;11.55;;;59.89;0.0;;;;;250.0;250.0;;0.0;0.0;0.0
A2302;Держатель для полотенец наддверный 36 см;244403957;4626462249274;Birdhouse;текущий;0;2;2;3;3;3;0;4;3;4;1;3;9;24;2;6;1;4;5;4;0;22;4;8;3;6;5;5;3;34;5;6;2;2;0;5;2;22;3;2;5;4;4;5;6;29;7;2;3;3;6;2;4;27;5;   ;1206;6.0;273.0;1010.0;34.06;86.0;2.0;;1365.0;0.05304225505358628;;ТЗ 11 (20.07-31.07);;357.86;Критическая;1.0;;253.0;253.0;Невыгодный;0.0;1.06;1.06;https://market.yandex.ru/product/1495029900/?sku=101256526249;310.0;230.0;0.03942751251823522;3.0;3.0;;264.0;28.78;264.0;28.78;0.0;-126.23;257.0;24.67;0.0;-126.23;Household;291.1;16.15;;;;;31.35;358.0;;;;;200.0;200.0;;6.0;0.0;0.0
A2501;Штанга для ванной комнаты телескопическая;266730873;4683692859628;Birdhouse;текущий;17;10;10;10;8;9;7;8;7;6;9;14;24;75;16;12;8;13;12;15;16;92;16;12;12;10;8;9;8;75;7;7;6;5;11;5;4;45;4;6;9;4;4;7;3;37;4;6;6;4;4;4;3;31;4;   ;2078;170.0;1231.0;4650.0;78.19;1550.0;880.0;3.0;4924.0;0.19134070614202112;;ТЗ 11 (20.07-31.07);;211.39;Критическая;;;970.0;970.0;Умеренный;0.0;1.04;1.04;https://wildberries.ru/catalog/18882454/detail.aspx;11857.0;9466.0;1.622699276076585;1.0;1.0;;1194.0;73.07;1194.0;73.07;1174.0;70.31;1174.0;70.31;1143.0;66.02;Household;427.82;72.16;;;;;305.14;156.0;;;420.0;;;280.0;84.0;108.0;62.0;0.0
A2502;Штанга для ванной комнаты телескопическая, черная;638262971;4698724472522;Birdhouse;текущий;3;1;4;3;3;4;9;5;3;6;2;1;4;30;31;68;47;60;60;90;62;418;89;57;9;5;4;4;8;176;3;3;12;5;5;7;6;41;4;4;5;1;4;3;4;25;2;0;1;4;2;1;0;10;2;   ;1974;187.0;1410.0;4650.0;59.3;1906.0;774.0;5.0;2820.0;0.10958180164916725;;;;153.26;Низкая;;;1029.0;1029.0;Невыгодный;0.0;1.09;1.09;https://wildberries.ru/catalog/88018253/detail.aspx;7839.0;3669.0;0.6289545366495871;1.0;1.0;;1240.0;41.6;1198.0;37.23;1128.0;29.95;1128.0;29.95;1057.0;22.56;Household;837.45;54.53;;;;;307.68;55.0;;;;;;280.0;84.0;133.0;54.0;0.0
A2801;Щетка для уборки пыли, серая;266734875;4696269242778;Birdhouse;текущий;10;13;6;5;8;5;8;4;6;8;12;17;27;82;14;13;10;8;16;10;18;89;22;14;13;6;14;19;12;100;5;8;6;7;10;6;8;50;4;7;9;4;2;4;5;35;10;9;13;37;13;15;9;106;8;   ;573;147.0;501.0;1140.0;216.32;1481.0;529.0;11.0;4008.0;0.15574605000349728;;;;69.62;Средняя;1.0;;285.0;285.0;Невыгодный;0.0;1.28;1.28;https://wildberries.ru/catalog/18879083/detail.aspx;2334.0;2668.0;0.4573591452115286;2.0;2.0;;470.0;193.55;463.0;188.41;0.0;-151.79;450.0;178.86;0.0;-151.79;Household;55.32;192.42;;;;;162.96;10.0;;;;;;;;110.0;37.0;0.0
A2901;Корзина для белья, голубая;245608592;4623476999553;Birdhouse;текущий;1;2;1;1;1;0;2;1;0;1;1;2;2;9;0;3;0;0;1;3;4;11;1;4;2;0;0;0;1;8;2;0;2;0;0;0;1;5;1;0;0;0;1;0;0;2;6;15;2;25;23;14;7;92;12;   ;184;0.0;434.0;3266.0;40.38;31.0;1.0;5.0;5208.0;0.20237660389675996;;;;150.82;Низкая;;;386.0;386.0;Невыгодный;0.0;1.09;1.09;https://wildberries.ru/catalog/18882455/detail.aspx;71.0;203.0;0.03479906539652935;3.0;3.0;;434.0;40.38;434.0;40.38;0.0;-104.18;422.0;36.38;0.0;-104.18;Household;;29.41;;26.59;;;67.1;0.0;;;;;;;;0.0;0.0;0.0
A2902;Корзина для белья, черная;245609965;4655698632420;Birdhouse;текущий;0;1;2;1;1;0;1;0;0;0;1;0;0;2;0;5;1;0;0;1;1;8;1;0;0;1;1;0;0;3;1;1;0;0;0;0;1;3;0;0;4;0;0;0;0;4;0;0;1;0;0;0;0;1;0;   ;246;5.0;540.0;3266.0;73.5;73.0;3.0;;0.0;0.0;;;;473.08;Критическая;;;392.0;392.0;Невыгодный;0.0;1.08;1.08;https://wildberries.ru/catalog/18882456/detail.aspx;93.0;150.0;0.02571359512058819;3.0;3.0;;409.0;29.88;408.0;29.55;0.0;-106.35;398.0;26.22;0.0;-106.35;Household;688.8;62.51;;;;;122.15;18.0;;;;;;;;5.0;0.0;0.0
A2903;Корзина для белья, бежевая;245609191;7432141556068;Birdhouse;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;399.0;3266.0;49.45;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;57.0;0.009771166145823513;3.0;3.0;;;;;;;;;;;;Household;;37.14;;;;;69.62;;;;;;;;;0.0;0.0;0.0
A2904;Корзина для белья, фламенко;383896196;7432141556069;Birdhouse;отказ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;389.0;3266.0;45.85;4.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;15.0;0.002571359512058819;3.0;3.0;;;;;;;;;;;;Household;;33.6;;;;;64.56;;;;;;;;;0.0;0.0;0.0
A2905;Корзина для белья, елки;383896345;7432141556072;Birdhouse;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;389.0;3266.0;45.85;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;40.0;0.006856958698823517;3.0;3.0;;;;;;;;;;;;;;33.6;;;;;64.56;;;;;;;;;0.0;0.0;0.0
A2910;Ящики текстильные, 3 шт;798301417;4611422116765;Birdhouse;текущий Дарья;3;3;3;4;2;9;4;11;3;17;10;5;10;60;17;12;3;15;11;17;20;95;15;17;6;6;3;2;4;53;5;2;2;2;3;0;4;18;6;2;3;2;1;2;2;18;0;0;1;1;0;0;0;2;0;   ;667;44.0;1160.0;2750.0;51.9;352.0;271.0;;0.0;0.0;;ТЗ 23 (15.09-24.09);;127.53;Низкая;;;921.0;921.0;Умеренный;0.0;1.03;1.03;https://wildberries.ru/catalog/137519857/detail.aspx;653.0;713.0;0.1222252888065292;3.0;3.0;;1024.0;35.55;1023.0;35.43;985.0;30.87;985.0;30.87;930.0;24.25;Household;667.0;46.89;;;;;238.89;207.0;;;;;;;;25.0;19.0;0.0
A3001;Набор крючков для рейлинга, 10шт;244823147;7432141556071;Shiny Kitchen;текущий;9;11;4;4;6;7;3;4;4;6;6;1;7;31;2;11;4;2;4;6;5;34;3;4;5;11;3;1;2;29;7;8;17;14;7;10;11;74;7;7;3;10;6;6;10;49;7;4;8;3;6;8;4;40;7;   ;688;20.0;312.0;1010.0;100.88;131.0;151.0;;2184.0;0.08486760808573804;;;;140.41;Низкая;;;205.0;205.0;Невыгодный;0.0;1.33;1.33;https://market.yandex.ru/product/895362931/?sku=101255840703;1126.0;405.0;0.06942670682558812;3.0;3.0;;280.0;75.34;265.0;63.37;0.0;-148.25;249.0;50.6;0.0;-148.25;Household;108.22;76.13;;;;;68.25;133.0;;;;;;;;9.0;11.0;0.0
A3101;"Ароматичский диффузор ""Лаванда"" 50мл";266725674;7432141556074;Flavor Dream;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;499.0;1463.0;77.47;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;423.0;0.07251233824005869;3.0;3.0;;;;;;;;;;;;Household;;65.36;;;;;115.1;;;;;;;;;0.0;0.0;0.0
A3102;"Ароматичский диффузор ""Роза"" 50 мл";266712721;7432141556077;Flavor Dream;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;439.0;1463.0;57.01;0.0;;;0.0;0.0;;;;0.0;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;0.0;182.0;0.031199162079647;3.0;3.0;;425.0;51.8;425.0;51.8;0.0;-106.53;412.0;46.95;0.0;-106.53;Household;;45.17;;;;;84.7;;;;;;;;;0.0;0.0;0.0
A3201;"Ароматичский диффузор премиум ""Чистый аромат лотоса"" 100 мл";266725797;7432141556080;Flavor Dream;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;689.0;2663.0;34.85;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;143.0;0.02451362734829407;3.0;3.0;;;;;;;;;;;;Household;;28.55;;;;;106.57;;;;;;;;;0.0;0.0;0.0
A3202;"Ароматичский диффузор премиум ""Британская груша и лазурь"" 100 мл";266712789;7432141556083;Flavor Dream;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;699.0;2663.0;19.74;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;0.0;2.0;0.0003428479349411759;;3.0;;;;;;;;;;;;Household;;14.45;;;;;72.08;;;;;;;;;0.0;0.0;0.0
A3204;Искусственное растение плющ садовый;884224550;4604139401644;Birdhouse;текущий Дарья;8;8;9;4;31;6;13;9;15;9;9;10;9;74;9;8;8;6;6;9;2;48;10;1;7;8;1;7;3;37;4;3;2;11;2;2;5;29;7;13;9;3;4;2;3;41;7;4;6;8;7;0;8;40;8;   ;782;28.0;860.0;1999.0;76.74;339.0;76.0;6.0;6880.0;0.26734850898803925;;26.06.2023 - 09.07.2023;ТЗ 15 (10.08-23.08);100.51;Низкая;;;651.0;651.0;Выгодный;0.0;1.0;1.0;https://wildberries.ru/catalog/150246524/detail.aspx;3027.0;3332.0;0.571184659611999;1.0;1.0;;808.0;66.29;786.0;61.88;765.0;57.66;765.0;57.66;722.0;49.02;;133.51;69.33;;;;;211.41;107.0;;;;;;;;23.0;5.0;0.0
A3205;Искусственное растение пестроцвет;884225161;4604246228059;Birdhouse;текущий Дарья;0;0;0;1;0;0;1;0;1;0;0;0;0;2;1;1;1;1;1;0;1;6;0;0;0;2;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1070.0;1999.0;118.49;4.0;;;0.0;0.0;;ТЗ 21 (5.09-14.09);;0.0;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;283.0;570.0;0.09771166145823512;3.0;3.0;;785.0;60.26;785.0;60.26;782.0;59.65;782.0;59.65;762.0;55.56;;;110.44;;;;;320.91;;;;;;;;;0.0;0.0;0.0
A3206;Искусственное растение виноград;884223102;4604359565874;Birdhouse;текущий Дарья;0;0;2;1;2;0;1;2;1;0;1;1;1;7;0;1;0;0;0;1;0;2;2;0;1;1;2;0;4;10;2;4;1;0;0;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;1090.0;1999.0;122.23;3.0;;;0.0;0.0;;ТЗ 21 (5.09-14.09);;0.0;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;430.0;586.0;0.1004544449377645;3.0;3.0;;761.0;55.01;741.0;50.93;720.0;46.64;720.0;46.64;680.0;38.47;;;114.13;;;;;331.04;;;;;;;;;0.0;0.0;0.0
A3207;Набор искусственных растений в кашпо (3 шт.);889404395;4607350111347;Birdhouse;текущий Дарья;29;12;26;20;18;14;17;16;15;19;14;19;14;114;8;16;13;8;7;8;14;74;14;9;7;12;5;5;1;53;0;0;0;1;0;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;2;0;   ;0;119.0;970.0;2190.0;125.77;3.0;1648.0;;0.0;0.0;;26.06.2023 - 09.07.2023;;0.0;Высокая;;;570.0;570.0;Невыгодный;0.0;1.23;1.23;https://wildberries.ru/catalog/150800230/detail.aspx;7378.0;4013.0;0.6879243814594693;1.0;1.0;;756.0;75.07;713.0;64.88;670.0;54.69;670.0;54.69;627.0;44.51;;;116.43;;240.01;;;293.75;;;;;400.0;;;;0.0;119.0;0.0
A3301;Щетка для удаления шерсти и волос;244846758;4654874993461;Birdhouse;текущий;16;14;21;18;23;13;20;17;28;8;19;15;23;130;15;13;17;26;16;18;41;146;24;31;32;10;27;21;19;164;20;17;20;26;19;33;21;156;17;20;27;13;20;27;26;150;25;18;18;6;14;12;23;116;21;   ;518;8.0;670.0;1450.0;118.92;40.0;104.0;31.0;14070.0;0.5467432443985047;;;;25.94;Высокая;;;431.0;431.0;Невыгодный;0.0;1.23;1.23;https://wildberries.ru/catalog/25121226/detail.aspx;48.0;397.0;0.06805531508582341;3.0;3.0;;616.0;100.68;576.0;87.16;0.0;-107.44;529.0;71.29;0.0;-107.44;Accessories;;90.86;;;;;204.19;105.0;;;;;;;;1.0;7.0;0.0
A3501;Лоток вертикальный для бумаг А4;244835551;4644958833981;Parchment;текущий;5;7;13;10;6;7;5;10;13;9;17;13;6;73;9;12;14;6;2;10;3;56;5;14;13;14;6;1;3;56;10;7;7;11;7;2;2;46;5;3;6;9;5;10;5;43;5;7;12;18;7;5;8;62;3;   ;286;59.0;660.0;1863.0;72.74;518.0;332.0;1.0;1980.0;0.07694041392388339;;;;38.75;Средняя;;;507.0;507.0;Выгодный;0.0;0.95;0.95;https://wildberries.ru/catalog/18876922/detail.aspx;134.0;611.0;0.1047400441245292;3.0;3.0;;636.0;66.47;617.0;61.51;0.0;-99.63;600.0;57.07;0.0;-99.63;School&Stationery&Equipment;38.87;63.95;;;;;157.85;28.0;;;;;;;;36.0;23.0;0.0
A3502;Папка для документов, черная;545020289;4642884433671;Parchment;текущий;4;2;2;3;1;2;4;5;6;5;9;5;6;40;5;11;4;3;5;3;8;39;4;10;0;4;5;7;3;33;2;5;6;0;2;0;6;21;4;1;0;3;3;2;2;15;1;2;3;0;1;1;1;9;1;   ;311;0.0;760.0;1499.0;83.98;4.0;3.0;;760.0;0.029532684132399685;;ТЗ 22 (8.09-17.09);;70.2;Средняя;;;604.0;725.0;Выгодный;0.0;0.92;0.77;https://wildberries.ru/catalog/204954603/detail.aspx;729.0;387.0;0.06634107541111753;3.0;3.0;;691.0;67.31;647.0;56.67;0.0;-99.74;602.0;45.8;0.0;-99.74;School&Stationery&Equipment;207.33;75.28;;;;;196.9;92.0;;;;;;;40.0;0.0;0.0;0.0
A3503;Папка для документов розовая;545024467;4696357874928;Parchment;текущий;4;1;4;2;1;2;1;1;1;5;4;2;1;15;1;1;3;3;2;1;1;12;5;1;0;2;0;2;0;10;0;1;0;0;3;1;0;5;0;1;2;2;2;2;1;10;3;2;3;1;1;0;0;10;0;   ;391;1.0;660.0;1299.0;50.01;13.0;3.0;;0.0;0.0;;;;227.33;Критическая;;;724.0;724.0;Выгодный;0.0;0.67;0.67;https://wildberries.ru/catalog/73201191/detail.aspx;417.0;272.0;0.04662731915199992;3.0;3.0;;641.0;45.88;600.0;36.98;0.0;-93.31;558.0;27.86;0.0;-93.31;School&Stationery&Equipment;273.7;42.7;;;;;130.53;59.0;;;;;120.0;;40.0;1.0;0.0;0.0
A3504;Папка для документов голубая;545020103;4648555479559;Parchment;текущий;4;5;5;4;6;3;4;5;6;6;7;2;4;34;2;2;2;1;4;2;4;17;4;4;2;4;5;3;3;25;1;1;3;1;3;2;5;16;3;1;4;0;6;3;2;19;2;0;1;2;2;0;1;8;1;   ;371;8.0;734.0;1799.0;64.75;112.0;3.0;2.0;734.0;0.028522355464712327;;;;99.46;Низкая;;;714.0;714.0;Выгодный;0.0;0.75;0.75;https://wildberries.ru/catalog/72822110/detail.aspx;217.0;279.0;0.04782728692429403;3.0;3.0;;708.0;59.1;686.0;54.33;0.0;-94.64;660.0;48.68;0.0;-94.64;School&Stationery&Equipment;207.76;57.26;;;;;169.0;40.0;;;;;;;40.0;8.0;0.0;0.0
A3505;Папка для документов большая черная ;573300159;4695674225932;Parchment;текущий;10;9;5;4;2;4;5;6;6;23;7;3;7;57;9;9;3;5;1;1;2;30;6;10;2;1;5;13;17;54;6;3;10;5;11;5;0;40;4;2;2;4;2;0;3;17;2;5;3;10;2;0;3;25;2;   ;195;15.0;990.0;1799.0;91.44;4.0;211.0;;1980.0;0.07694041392388339;;;;34.21;Средняя;;;722.0;887.0;Выгодный;0.0;1.01;0.82;https://wildberries.ru/catalog/204954602/detail.aspx;952.0;715.0;0.1225681367414704;3.0;3.0;;955.0;84.81;925.0;79.12;900.0;74.38;891.0;72.68;841.0;63.2;School&Stationery&Equipment;68.25;84.1;;;;;273.44;63.0;;;;;;;72.0;0.0;15.0;0.0
A3506;Лоток для А4 металлический;676351796;4614931583882;Parchment;текущий;5;4;7;2;5;2;10;4;10;7;16;6;8;61;3;21;6;8;5;3;1;47;5;13;6;2;8;1;1;36;6;0;2;13;3;4;2;30;0;1;11;9;18;2;4;45;11;15;9;9;9;7;3;63;7;   ;215;101.0;1371.0;3999.0;68.73;661.0;758.0;;9597.0;0.37292785476136814;;;;43.43;Средняя;;;1012.0;1012.0;Выгодный;0.0;1.0;1.0;https://wildberries.ru/catalog/117920765/detail.aspx;567.0;436.0;0.07474084981717634;3.0;3.0;;1323.0;63.21;1281.0;58.38;1247.0;54.46;1247.0;54.46;1213.0;50.55;School&Stationery&Equipment;;63.63;;;;;338.54;21.0;;;;;;;;46.0;55.0;0.0
A3507;Папка -органайзер для документов 8 отделений;1029825311;4644739127926;Parchment;текущий Дарья;14;20;12;10;8;9;15;22;12;8;15;15;10;97;5;8;15;6;7;9;5;55;7;14;19;15;10;7;6;78;14;8;9;9;4;3;6;53;6;10;8;4;3;14;7;52;7;16;6;15;5;7;12;68;6;   ;1103;77.0;274.0;1010.0;107.28;799.0;283.0;1.0;1644.0;0.06388385883376985;;ТЗ 36 (18.12 - 27.12);;93.08;Низкая;;;235.0;235.0;Невыгодный;0.0;1.13;1.13;https://wildberries.ru/catalog/165103601/detail.aspx;;;;;;;265.0;98.27;264.0;97.27;0.0;-166.99;256.0;89.27;0.0;-166.99;;128.68;78.16;;;;;60.76;183.0;;;;;;;60.0;57.0;20.0;0.0
A3508;Папка -органайзер для документов 12 отделений;1029826080;4645049267654;Parchment;текущий Дарья;12;7;20;7;11;6;10;14;6;13;9;6;30;88;25;38;28;23;40;39;56;249;63;131;118;26;29;24;31;422;37;15;15;13;10;8;13;111;10;12;3;16;16;9;16;82;7;9;9;20;9;13;7;74;19;   ;1156;435.0;330.0;1190.0;81.19;3029.0;3166.0;9.0;6270.0;0.2436446440922974;;ТЗ 34 (21.11-01.12);;59.13;Средняя;;;266.0;266.0;Невыгодный;0.0;1.18;1.18;https://wildberries.ru/catalog/165103608/detail.aspx;;;;;;;306.0;65.68;287.0;53.41;0.0;-132.08;267.0;40.49;0.0;-132.08;;98.08;61.96;;;;;71.22;88.0;;;;;;;60.0;213.0;222.0;0.0
A3801;Трос для чистки труб, 1.6м;266745334;4653476226724;Birdhouse;текущий;0;4;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;42.0;390.0;1330.0;211.47;4.0;567.0;;0.0;0.0;;ТЗ 13 (1.08-11.08);;0.0;Высокая;;;0.0;0.0;;0.0;0.0;0.0;;1717.0;504.0;0.08639767960517632;3.0;3.0;;343.0;165.96;331.0;154.34;0.0;-166.34;312.0;135.94;0.0;-166.34;Household;;181.26;;;;;120.84;;;;400.0;;;;;0.0;42.0;0.0
A3901;Набор корзин 2 шт, 9л;266525665;7432141556104;Birdhouse;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;   ;0;0.0;399.0;2663.0;6.71;0.0;;;0.0;0.0;;;;Нет продаж;Нет продаж;;;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;-2.13;;;;;14.16;;;;;;;;;0.0;0.0;0.0
A4001;Органайзер для столовых приборов большой;244404527;4657236997954;Shiny Kitchen;текущий;1;1;6;7;3;7;3;5;4;2;9;4;8;35;2;8;8;5;7;16;12;58;9;12;10;6;9;5;4;55;6;5;7;5;3;3;5;34;5;1;0;5;4;2;1;18;0;4;0;1;1;2;1;9;0;   ;362;43.0;1127.0;4396.0;65.86;546.0;77.0;1.0;0.0;0.0;;ТЗ 13 (1.08-11.08);;71.97;Средняя;;;689.0;899.0;Умеренный;0.0;1.2;0.96;https://wildberries.ru/catalog/178741155/detail.aspx;667.0;1049.0;0.1798237418766467;3.0;3.0;;1014.0;49.92;957.0;41.88;901.0;33.98;901.0;33.98;845.0;26.08;Household;230.36;59.54;;;;;252.11;38.0;;;;;;;;38.0;5.0;0.0
A4101;Органайзер для столовых приборов малый;244822634;4664332946939;Shiny Kitchen;текущий;4;2;1;4;2;2;0;2;0;6;1;1;0;10;2;4;4;0;0;3;1;14;1;3;1;3;1;1;0;10;0;1;0;2;0;1;1;5;0;2;0;0;0;0;0;2;1;0;1;1;0;0;0;3;1;   ;139;0.0;450.0;1660.0;69.93;5.0;4.0;;450.0;0.017486457709973497;;ТЗ 26 (29.09 - 08.10);;108.59;Низкая;;;376.0;389.0;Невыгодный;0.0;1.15;1.12;https://wildberries.ru/catalog/203593525/detail.aspx;1681.0;339.0;0.05811272497252931;3.0;3.0;;405.0;51.62;382.0;42.27;0.0;-113.18;360.0;33.32;0.0;-113.18;Household;324.33;56.62;;;;;92.83;0.0;;;240.0;;;;;0.0;0.0;0.0
