Артикул;Наименование;Номенклатура;Баркод;ТМ;Статус;20-February-2024;21-February-2024;22-February-2024;23-February-2024;24-February-2024;25-February-2024;26-February-2024;27-February-2024;28-February-2024;29-February-2024;01-March-2024;02-March-2024;03-March-2024;26-February-03-March;04-March-2024;05-March-2024;06-March-2024;07-March-2024;08-March-2024;09-March-2024;10-March-2024;04-March-10-March;11-March-2024;12-March-2024;13-March-2024;14-March-2024;15-March-2024;16-March-2024;17-March-2024;11-March-17-March;18-March-2024;19-March-2024;20-March-2024;21-March-2024;22-March-2024;23-March-2024;24-March-2024;18-March-24-March;25-March-2024;26-March-2024;27-March-2024;28-March-2024;29-March-2024;30-March-2024;31-March-2024;25-March-31-March;01-April-2024;02-April-2024;03-April-2024;04-April-2024;05-April-2024;06-April-2024;07-April-2024;01-April-07-April;08-April-2024;     ;Остаток;Остатки FBS;Цена;Цена до скидки;Наценка;Остаток на РЦ;Остаток РЦ Иркутск;В резерве;                                  ;Остаток в Невинномысске;Наценка_Невинномысск_монопалета;Остаток в Екатеринбург - Испытателей 14г;Остаток в Екатеринбург - Перспективный 12;Остаток в Новосибирске;          ;Стоимость логистики;Выручка;Доля выручки;Итого наценка;Цена_Товары для акции_Распродажа неходового товара_идет;Наценка_Товары для акции_Распродажа неходового товара_идет;Цена_Товары для акции_СКИДКИ ПРОСТО КОСМОС_идет;Наценка_Товары для акции_СКИДКИ ПРОСТО КОСМОС_идет;Спринт вб;Спринт озон;Новый баркод;Разница в цене предыдущего дня;Стандартное отклонение цен за последние 7 дней;Стандартное отклонение цен за последние 3 дня;Отличие максимальной цены от минимальной за 3 дня;Склад_Иркутск;Склад_Омск;ПСР;Склад_Поставщик_Химки;статус рекламы;прибыль с единицы товара;Коледино 10.11;Электросталь 3.11;Екатеринбург 20.11;Екат доп;Краснодар 13.11;Шушары 8.11
H0101;Блок для йоги одноцветный, темно-серый;34169169.0;7432141556482.0;Hamsa Yoga;текущий;1;0;0;0;0;1;1;0;1;0;0;0;0;2;1;0;0;1;0;2;1;5;2;3;0;1;3;1;0;10;3;0;0;3;3;1;0;10;2;1;2;1;0;0;1;7;3;0;4;2;0;4;8;21;0;     ;20;13.0;390.0;3900.0;79.32;0.0;188.0;;;0.0;96.61;;;;;79.2;0.0;0.0;;;;347.0;57.56;;;4633634929544.0;;;;;13.0;;;0.0;;81.64;;;;50.0;;
H0102;Блок для йоги одноцветный, изумрудный;34169170.0;7432141556485.0;Hamsa Yoga;отказ;0;13;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;252.0;2520.0;0.39;4.0;;;;0.0;15.61;;;;;79.2;0.0;0.0;;;;;;;;4668573423426.0;;53.45;;;0.0;;;0.0;;0.45;;;;;;
H0103;Блок для йоги одноцветный, розовый;34169171.0;7432141556488.0;Hamsa Yoga;текущий;3;3;6;3;3;4;3;3;4;3;1;3;10;27;2;30;2;0;2;3;1;40;1;1;2;0;1;3;1;9;7;0;0;0;1;4;2;14;0;1;2;2;4;1;2;12;3;1;1;0;3;2;3;13;0;     ;395;24.0;369.0;698.0;53.41;66.0;291.0;3.0;;0.0;68.75;0.0;37.0;26.0;;79.2;0.0;0.0;;;;337.0;39.05;ТЗ 14 (04.08-17.08);ТЗ 16 (15.08 - 24.08);4646432759855.0;;;;;20.0;;0.0;4.0;;61.97;;;;100.0;;
H0104;Блок для йоги одноцветный, темно-синий;34169172.0;7432141556491.0;Hamsa Yoga;отказ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;209.0;2333.0;-19.36;2.0;;;;0.0;-4.33;;;;;79.2;0.0;0.0;;;;;;;;4634458929765.0;;45.03;;;0.0;;0.0;0.0;;-22.93;;;;;;
H0105;Блок для йоги одноцветный, черный;34169173.0;7432141556494.0;Hamsa Yoga;текущий;0;1;0;1;0;0;0;1;1;0;0;0;0;2;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;4;10;0;0;1;1;0;59;71;1;     ;0;29.0;420.0;3000.0;94.49;3.0;419.0;;;0.0;111.78;;;;;79.2;420.0;0.019492435542692612;;;;407.0;87.92;;;4642972888482.0;;10.5;;;29.0;;0.0;0.0;;97.26;250.0;;;;;
H0106;Блок для йоги одноцветный, бирюзовый;34169174.0;7432141556497.0;Hamsa Yoga;отказ;0;0;0;0;1;0;0;0;0;0;1;0;2;3;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;210.0;1313.0;-18.92;4.0;;;;0.0;-3.89;;;;;79.2;0.0;0.0;;;;;;;;4687364522599.0;;44.54;;;0.0;;0.0;0.0;;-22.41;;;;;;
H0107;Блок для йоги одноцветный, сиреневый;34169175.0;7432141556500.0;Hamsa Yoga;текущий;3;10;5;16;5;7;12;5;3;4;4;11;4;43;5;2;2;3;2;0;3;17;1;6;3;1;5;0;2;18;2;2;10;2;1;3;2;22;2;2;2;2;5;3;1;17;0;1;2;0;2;1;1;7;0;     ;325;7.0;380.0;2375.0;60.99;104.0;4.0;2.0;;2.0;76.65;0.0;0.0;22.0;;79.2;0.0;0.0;;;;340.0;42.66;;;4697259245847.0;;;;;0.0;;0.0;7.0;;69.3;;;;100.0;;
H0140;Блок для йоги двухцветный, черный-черный;34831710.0;7432141556503.0;Hamsa Yoga;отказ;2;0;0;0;1;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;     ;0;0.0;238.0;1593.0;-15.94;0.0;;;;0.0;-3.24;;;;;79.2;0.0;0.0;;;;321.0;14.88;;;4646873394691.0;;51.47;;;0.0;;;0.0;;-22.35;;;;;;
H0141;Блок для йоги двухцветный, серый-голубой;34831711.0;7432141556506.0;Hamsa Yoga;отказ;1;2;2;0;1;1;2;2;0;1;0;1;0;6;0;2;0;6;0;1;1;10;1;0;3;0;0;2;2;8;0;0;1;0;2;1;2;6;1;2;0;0;1;2;0;6;10;0;2;2;5;0;0;19;10;     ;24;1.0;300.0;2000.0;7.09;9.0;;;;0.0;19.78;;;;;79.2;3000.0;0.13923168244780437;;;;343.0;23.05;;ТЗ 22 (8.09-17.09);4687472879233.0;27.0;54.09;12.73;27.0;0.0;;0.0;1.0;;9.93;;;;;;
H0142;Блок для йоги двухцветный, фиолетоый-розовый;34831712.0;7432141556509.0;Hamsa Yoga;текущий;20;1;1;4;0;0;1;1;10;3;3;3;4;25;1;5;3;2;3;4;0;18;1;0;3;1;1;1;0;7;4;1;2;0;0;0;2;9;3;3;0;1;1;4;8;20;1;0;37;1;2;0;2;43;1;     ;55;0.0;470.0;2474.0;70.22;4.0;3.0;;;0.0;82.91;0.0;0.0;43.0;;79.2;470.0;0.021812963583489352;;;;433.0;56.48;;;4628632487677.0;;;;;0.0;;0.0;0.0;;98.45;;;;100.0;;
H0143;Блок для йоги двухцветный, серый-бордовый;34831713.0;7432141556512.0;Hamsa Yoga;отказ;1;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;239.0;1494.0;-12.13;1.0;;;;0.0;1.43;;;;;79.2;0.0;0.0;;;;;;;;4684898262731.0;;50.97;;;0.0;;;0.0;;-15.93;;;;;;
H0144;Блок для йоги двухцветный, серый-голубой;34831714.0;7432141556515.0;Hamsa Yoga;текущий;1;0;1;0;3;1;0;1;5;7;3;14;5;35;2;3;2;5;2;4;3;21;2;2;2;2;5;2;0;15;4;1;2;11;2;0;0;20;1;0;0;0;2;1;2;6;0;0;3;2;0;0;1;6;2;     ;414;12.0;440.0;3143.0;22.31;175.0;3.0;;;0.0;31.3;0.0;149.0;21.0;;79.2;880.0;0.04084129351802261;;;;368.0;3.39;;;4699428376895.0;;;;;0.0;;;12.0;;44.21;;;;100.0;;
H0220;кольцо для йоги премиум;33152405.0;7432141556521.0;Hamsa Yoga;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;3973.0;10740.0;73.15;0.0;;;;0.0;75.88;;;;;243.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;997.52;;;;;;
H0221;кольцо для йоги премиум;33153264.0;7432141556524.0;Hamsa Yoga;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;4009.0;12530.0;74.53;0.0;;;;0.0;77.25;;;;;243.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;1016.27;;;;;;
H0222;кольцо для йоги премиум;33153265.0;7432141556527.0;Hamsa Yoga;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;4009.0;12530.0;74.53;0.0;;;;0.0;77.25;;;;;243.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;1016.27;;;;;;
H0223;кольцо для йоги премиум;33153266.0;7432141556530.0;Hamsa Yoga;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;4054.0;13078.0;76.24;0.0;;;;0.0;78.97;;;;;243.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;1039.7;;;;;;
H0224;кольцо для йоги премиум;33153267.0;7432141556533.0;Hamsa Yoga;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;4009.0;12530.0;74.53;0.0;;;;0.0;77.25;;;;;243.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;1016.27;;;;;;
H0250;кольцо для йоги черный цвет;33153784.0;7432141556536.0;Hamsa Yoga;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;2066.0;7654.0;66.4;0.0;;;;0.0;71.81;;;;;243.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;455.92;;;;;;
H0251;кольцо для йоги фиолетовый цвет;33154009.0;7432141556539.0;Hamsa Yoga;архив;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;1790.0;6630.0;45.65;0.0;;;;0.0;51.07;;;;;243.0;0.0;0.0;;;;;;;;;;;;;0.0;;;0.0;;312.96;;;;;;
J0001;Скотч двусторонний 5м;72335195.0;7432141559363.0;Birdhouse;текущий;1;0;5;3;3;2;2;7;7;5;2;4;1;28;6;4;1;1;4;0;1;17;0;1;1;2;2;3;2;11;1;1;1;1;4;2;2;12;0;5;0;3;1;2;3;14;3;4;3;1;0;0;0;11;1;     ;1406;0.0;301.0;568.0;92.7;1.0;3.0;;;0.0;93.95;49.0;0.0;0.0;;54.0;301.0;0.01396957880559637;;;;226.0;41.71;ТЗ 15 (10.08-23.08);ТЗ 16 (15.08 - 24.08);4622225346648.0;;;;;0.0;;;0.0;;73.72;;;;;;
J0002;Скотч двусторонний 3м;72658828.0;7432141559366.0;Birdhouse;текущий;6;4;5;3;19;13;7;4;15;11;7;4;12;60;7;2;5;3;4;2;4;27;3;5;5;6;4;5;7;35;6;7;4;6;4;5;1;33;0;1;2;0;2;2;2;9;7;1;4;3;0;5;4;24;4;     ;1375;4.0;180.0;419.0;50.11;68.0;1.0;5.0;;0.0;52.02;;;;;54.0;720.0;0.03341560378747305;;;;171.0;40.84;ТЗ 15 (10.08-23.08);ТЗ 13 (1.08-11.08), ТЗ 21 (5.09-14.09);4669684834330.0;;;;;0.0;;;4.0;;26.31;;;;;;
J0003;Бордюрная лента для ванны 3,3м ;128450645.0;7432141950483.0;Birdhouse;текущий Дарья;1;3;2;4;7;8;1;3;4;2;4;3;1;18;1;1;2;2;1;0;2;9;1;1;1;2;3;1;3;12;1;3;1;1;0;0;4;10;1;0;2;0;3;3;2;11;6;3;4;0;2;1;2;18;0;     ;1450;144.0;301.0;860.0;59.8;1531.0;526.0;4.0;;0.0;60.87;0.0;151.0;0.0;;54.0;0.0;0.0;;;;216.0;13.26;;ТЗ 30 (16.10 - 25.10);4653689957521.0;;;;;37.0;;0.0;107.0;активна;56.13;;;;;;
J0004;Магнитная лента самоклеющаяся 12,7 мм;136358586.0;7432141950615.0;Birdhouse;текущий Дарья;32;27;16;18;16;34;27;18;30;18;8;14;30;145;13;20;12;9;12;17;8;91;11;19;11;12;9;7;13;82;17;13;14;23;4;0;0;71;0;0;3;0;0;2;3;8;0;0;0;0;0;0;0;0;0;     ;0;0.0;310.0;431.0;169.1;1.0;;;;0.0;170.89;;;;;54.0;0.0;0.0;;;;;;;;4612202067710.0;;;;;0.0;0.0;0.0;0.0;;94.39;;;150.0;;;
J0005;Магнитная лента самоклеющаяся 25,4 мм;136358587.0;7432141950618.0;Birdhouse;текущий Дарья;11;12;13;5;6;9;11;11;11;6;5;6;6;56;6;6;4;4;7;6;6;39;6;7;8;10;6;11;12;60;8;9;9;4;8;10;11;59;6;6;5;6;5;0;0;28;1;0;1;0;0;0;0;2;1;     ;0;0.0;439.0;830.0;121.85;2.0;3.0;;;0.0;122.78;;;;;54.0;439.0;0.02037423619819537;;;;413.0;108.69;;;4612583412185.0;;;;;0.0;;0.0;0.0;;130.15;;;;;;
J0006;Бордюрная лента для ванны 5м;146318182.0;7432141950484.0;Birdhouse;текущий Дарья;6;4;5;9;6;9;7;3;6;3;3;7;11;40;8;2;6;3;8;11;7;45;3;7;4;6;15;5;13;53;9;7;8;6;4;11;14;59;2;12;4;8;4;9;9;48;5;9;12;14;8;2;9;59;3;     ;927;208.0;360.0;800.0;73.11;1912.0;1055.0;;;0.0;74.04;35.0;0.0;50.0;;54.0;1080.0;0.05012340568120957;;;;325.0;56.23;;;4644942238679.0;;;;;74.0;;0.0;134.0;;77.95;;;;;;
J0007;Зеркальная мозаика;172572285.0;4664807383498.0;Birdhouse;новинка Даша;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;1;2;1;2;6;8;     ;204;218.0;335.0;646.0;119.59;2234.0;887.0;;;0.0;120.96;;;;;54.0;2680.0;0.12438030298670523;;;;618.0;318.52;;;;;155.88;;;62.0;;;156.0;;87.44;;;;;;
J0010;Открывашка для консервов;72659931.0;7432141559369.0;Shiny Kitchen;текущий;3;6;5;4;2;3;4;2;3;2;3;3;2;19;3;4;5;1;1;1;1;16;3;3;10;4;3;7;10;40;5;7;1;4;4;3;2;26;4;3;0;3;1;5;1;17;1;0;0;1;3;2;0;7;1;     ;339;0.0;399.0;907.0;77.01;2.0;3.0;;;0.0;77.88;;;;;54.0;399.0;0.01851781376555798;;;;341.0;51.61;ТЗ 15 (10.08-23.08);ТЗ 13 (1.08-11.08);4695696963263.0;;;;;0.0;;0.0;0.0;;89.21;;;;;100.0;100.0
J0020;Нож для сердцевинны с ручкой, черный;70398669.0;7432141559372.0;Shiny Kitchen;текущий;0;0;1;1;0;0;0;0;1;0;1;0;0;2;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;409.0;1171.0;156.41;4.0;3.0;;;0.0;157.71;;;;;54.0;0.0;0.0;;;;374.0;133.31;;ТЗ 11 (20.07-31.07);4657229898459.0;;;;;0.0;;0.0;0.0;;120.25;;;;;;
J0021;Нож для нарезки картофеля;163532332.0;4642588206427.0;Shiny Kitchen;текущий Дарья;5;6;5;4;5;5;2;6;2;4;4;6;7;31;5;2;9;8;23;26;17;90;22;20;17;9;13;8;16;105;9;3;2;7;4;8;1;34;4;2;1;4;5;4;1;21;3;7;6;4;3;5;2;30;3;     ;851;153.0;340.0;362.0;85.04;1274.0;903.0;2.0;;0.0;86.15;0.0;158.0;0.0;;54.0;1020.0;0.047338772032253486;;;;302.0;63.62;;ТЗ 28 (05.10 - 14.10);;;;;;63.0;;0.0;90.0;;76.51;;;;;120.0;
J0030;Нож для удаления сердцевины яблок, металлический;70398806.0;7432141559375.0;Shiny Kitchen;текущий;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;390.0;796.0;538.87;1.0;;;;0.0;542.61;;;;;54.0;0.0;0.0;;;;;;;;4644685884751.0;;;;;0.0;;;0.0;;144.04;;;;;;
J0040;Фруктовница №1 белая;70404537.0;7432141559378.0;Shiny Kitchen;текущий;5;7;4;9;5;10;2;3;9;3;5;6;7;35;4;3;4;4;2;6;7;30;4;0;4;5;3;1;5;22;4;5;1;7;4;2;2;25;5;4;1;2;3;4;3;22;3;1;1;2;0;0;1;8;1;     ;0;0.0;729.0;2607.0;102.71;4.0;3.0;;;0.0;125.28;;;;;154.8;729.0;0.03383329883481646;;;;;;;;4686827764736.0;;;;;0.0;;0.0;0.0;;161.69;;;300.0;;;
J0041;Фруктовница №1 черная;70404538.0;7432141559381.0;Shiny Kitchen;текущий;0;0;0;3;0;0;0;1;1;0;1;0;1;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;830.0;3320.0;135.26;1.0;3.0;;;0.0;157.83;;;;;154.8;0.0;0.0;;;;755.0;111.09;;;4643732693230.0;;;;;0.0;;0.0;0.0;;212.93;;;;;;
J0050;Фруктовница №2 черная;70401299.0;7432141559384.0;Shiny Kitchen;текущий;0;0;0;1;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;920.0;2629.0;144.31;1.0;3.0;;;0.0;163.76;;;;;129.6;0.0;0.0;;;;;;;;4625922282899.0;;;;;0.0;;0.0;0.0;;260.16;;;;;;
J0060;Фруктовница №3 белая;70401785.0;7432141559387.0;Shiny Kitchen;текущий;2;3;4;9;8;8;8;7;14;8;16;10;17;80;17;16;5;5;4;11;9;67;7;6;2;6;7;3;7;38;3;8;2;2;7;4;7;33;5;7;3;2;5;3;5;30;3;1;4;2;2;5;3;20;2;     ;212;0.0;709.0;2958.0;107.35;5.0;3.0;;;0.0;131.46;1.0;0.0;0.0;;154.8;1418.0;0.06581017523699553;;;;638.0;82.91;;ТЗ 13 (1.08-11.08);4623476985969.0;;;;;0.0;;0.0;0.0;;158.23;250.0;;;;;
J0061;Фруктовница №3 черная;70401786.0;7432141559390.0;Shiny Kitchen;текущий;0;0;0;4;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;     ;0;0.0;780.0;2889.0;138.44;4.0;3.0;;;0.0;163.35;;;;;154.8;0.0;0.0;;;;712.0;114.25;;ТЗ 16 (15.08 - 24.08);4685544226664.0;;;;;0.0;;0.0;0.0;;197.44;;;;;;
J0070;Фруктовница №4 белая;70402268.0;7432141559393.0;Shiny Kitchen;текущий;0;0;0;2;1;0;0;0;2;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;700.0;2800.0;132.38;4.0;3.0;;;0.0;161.61;;;;;167.4;0.0;0.0;;;;;;;;4633486837769.0;;;;;0.0;;0.0;0.0;;161.97;;;200.0;;;
J0071;Фруктовница №4 черная;70402269.0;7432141559396.0;Shiny Kitchen;текущий;0;0;0;4;1;0;0;3;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;700.0;2917.0;146.35;3.0;2.0;;;0.0;176.39;;;;;154.8;0.0;0.0;;;;639.0;120.18;;;4667327428830.0;;;;;0.0;;0.0;0.0;;173.09;;;;;;
J0072;Фруктовница №4 золотая;70402270.0;7432141559399.0;Shiny Kitchen;текущий;0;5;3;2;4;1;0;0;2;1;1;1;0;5;1;1;1;0;0;0;0;3;0;0;2;1;0;1;0;4;1;0;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;     ;0;0.0;759.0;3304.0;151.09;2.0;2.0;;;0.0;178.54;;;;;154.8;0.0;0.0;;;;693.0;125.22;;;4625938827671.0;;;;;0.0;;0.0;0.0;;195.57;160.0;;400.0;;;
J0073;Органайзер для косметики и канцелярии;149328955.0;4600434586475.0;Birdhouse;текущий Дарья;14;12;4;9;5;13;23;9;3;8;4;9;5;61;6;5;9;9;6;6;6;47;3;4;11;12;10;3;9;52;5;9;10;11;8;5;10;58;13;16;5;2;7;9;6;58;6;10;9;7;8;6;8;54;2;     ;386;19.0;380.0;691.0;88.98;259.0;11.0;3.0;;1.0;89.9;0.0;44.0;41.0;;54.0;760.0;0.03527202622011044;;;;341.0;69.61;ТЗ 15 (10.08-23.08);ТЗ 4 (2.06-8.06);;;;;;1.0;;0.0;18.0;;96.87;;;;;;
J0074;Ваза проволочная кубок черный;149328974.0;4600436646801.0;Shiny Kitchen;текущий Дарья;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;0;1;0;1;3;0;1;6;2;     ;0;14.0;1460.0;3946.0;171.74;4.0;204.0;;;0.0;184.27;;;;;117.0;2920.0;0.13551883758252958;;;;1372.0;155.68;;ТЗ 6 (14.06-20.06);;;;;;14.0;;;0.0;;477.39;;;;240.0;;
J0080;Двухъярусная подставка для специй;70399126.0;7432141559402.0;Shiny Kitchen;текущий;1;0;4;7;15;9;12;11;7;4;20;8;9;71;12;7;13;5;5;6;6;54;11;6;9;6;6;3;10;51;3;5;7;9;6;8;9;47;5;9;3;5;7;2;1;32;2;1;4;5;3;4;7;26;2;     ;148;29.0;969.0;4217.0;71.06;1.0;417.0;;;0.0;79.44;0.0;29.0;2.0;;91.8;1938.0;0.08994366686128162;;;;881.0;56.77;;;4635792882426.0;;;;;29.0;;0.0;0.0;;222.07;;;;;;
J0090;Одноярусная подставка для специй;70399339.0;7432141559405.0;Shiny Kitchen;текущий;0;0;0;1;0;0;0;1;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;     ;0;16.0;1100.0;4783.0;111.96;3.0;226.0;;;0.0;121.38;;;;;91.8;0.0;0.0;;;;;;;;4626747593290.0;;;;;16.0;;0.0;0.0;;311.43;;;;;;
J0100;Набор солонок 180мл;84320155.0;7432141559406.0;Shiny Kitchen;текущий;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;1080.0;2700.0;185.84;3.0;;;;0.0;190.55;;;;;66.60000000000001;0.0;0.0;;;;;;;;4639646436728.0;;;;;0.0;;0.0;0.0;;370.58;;;;;;
J0101;Набор солонок 150мл;84322417.0;7432141559407.0;Shiny Kitchen;текущий;0;3;0;2;2;1;1;1;0;2;1;1;4;10;3;5;3;1;4;7;3;26;4;2;3;13;1;3;2;28;0;3;1;1;1;0;1;7;9;1;1;0;0;1;0;12;0;25;0;1;1;3;0;30;0;     ;570;74.0;626.0;1529.0;53.91;752.0;312.0;5.0;;0.0;58.06;0.0;0.0;47.0;;66.60000000000001;0.0;0.0;;;;597.0;47.42;;;4623627786582.0;;;;;22.0;;0.0;52.0;;122.14;;;;;108.0;108.0
J0110;Ножеточка маленькая;83747485.0;7432141559410.0;Shiny Kitchen;отказ;2;4;4;1;2;2;3;5;6;0;4;1;6;25;3;1;3;1;1;4;4;17;5;0;2;1;1;1;0;10;0;0;2;0;0;7;1;10;1;0;4;2;0;0;1;8;0;0;0;2;1;2;2;7;4;     ;91;0.0;138.0;496.0;-18.2;0.0;;;;0.0;-16.78;;;;;54.0;552.0;0.025618629570396;;;;165.0;1.32;;ТЗ 22 (8.09-17.09);4641249752068.0;;29.69;;;0.0;;0.0;0.0;;-12.77;;;;;;
J0120;Набор кистей для дизайна ногтей;84325108.0;7432141559409.0;REVOLUT;отказ;0;1;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;0;0.0;102.0;343.0;-31.17;4.0;;;;0.0;-28.58;;;;;54.0;0.0;0.0;;;;;;ТЗ 7 (4.07-17.07);;4638290218360.0;;22.27;;;0.0;;;0.0;;-12.04;;;;;;
J0200;Набор ножей с подставкой;168208773.0;4653135002843.0;Shiny Kitchen;текущий Дарья;14;16;9;8;16;14;17;11;14;20;26;21;11;120;14;14;14;9;6;4;3;64;8;7;4;9;9;8;3;48;6;8;5;5;6;1;5;36;3;3;3;8;7;6;4;34;2;9;5;6;4;10;2;38;3;     ;512;103.0;1107.0;1107.0;79.28;1.0;1471.0;;;0.0;86.92;;;;;91.8;3321.0;0.15412947246971942;;;;1097.0;77.8;;ТЗ 35 (06.12-15.12);;;10.84;11.31;24.0;103.0;;;0.0;;271.84;;;;;;
J0300;Петли TRX;72660564.0;7432141559432.0;Shark Fit;текущий;3;12;2;0;0;4;1;6;0;2;6;4;4;23;2;1;1;3;0;1;0;8;1;1;5;1;1;1;3;13;3;8;1;7;2;3;1;25;3;2;1;0;3;1;6;16;1;3;1;0;5;12;3;25;1;     ;258;4.0;2470.0;24700.0;58.85;58.0;4.0;1.0;;0.0;61.54;0.0;70.0;0.0;;91.8;2470.0;0.11463408521535892;;;;2220.0;45.51;;;4622466448965.0;;;;;0.0;;0.0;4.0;активна;574.29;;;;;;
